"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"scaling_fac",0.0195241744306426,0.0195906386302943,0.0196393656618478,0.0195578748781732,0.0196852152361122,0.0196805687261741,0.0196582935170045,0.0197234376649267,0.0196622894341952,0.0196846944902602,0.0196837734567122,0.0196596099544132,0.0192337845099056
"scaling_fac",0.019363210635195,0.0194380736828332,0.0194919421294379,0.0194132868180993,0.0195388577551701,0.0195306214424457,0.0195024531018473,0.019559051982061,0.0194891346086065,0.0195016999369077,0.0194918030933418,0.0194608444626114,0.0190355975042165
"scaling_fac",0.0193133109780828,0.0193897109824856,0.0194458636552312,0.0193704744830412,0.0194995058902783,0.019495678691499,0.0194725518416928,0.0195347384673769,0.0194715043650598,0.0194918671268945,0.0194913789173,0.0194718235294739,0.019059494197577
"scaling_fac",0.0194630398489103,0.0195349527090471,0.0195878327487132,0.0195095097457128,0.0196382484559596,0.0196341837772279,0.019611502947566,0.0196751818978947,0.0196122766099862,0.0196324401519297,0.0196294347611059,0.0196038177927771,0.0191787217404298
"scaling_fac",0.0194218518894444,0.0195077748871014,0.0195712335762507,0.0195001631041413,0.0196327713764902,0.0196295904950638,0.0196049933315901,0.0196643442978544,0.0195954473945113,0.0196086845989567,0.019598872482382,0.0195678179726197,0.019140528818209
"scaling_fac",0.0196831036719819,0.0197484999691496,0.0197956144781738,0.0197111753847386,0.0198370147969107,0.0198297478322617,0.0198048044600336,0.019868415955317,0.0198061374601882,0.0198304083355669,0.0198348172767878,0.0198209254718669,0.0194076425549118
"scaling_fac",0.0196331694313317,0.0197069070211905,0.0197609406878968,0.0196821692191396,0.019811933000395,0.0198074581527029,0.0197840671741157,0.01984793484649,0.0197847862478234,0.0198067792818523,0.0198075407023867,0.0197885707481257,0.0193697854964138
"scaling_fac",0.0195543323870551,0.0196423911410244,0.0197051924148826,0.0196299146792682,0.0197570844433147,0.0197449676109121,0.0197088355012336,0.0197546250823848,0.0196690069179279,0.019663329992916,0.0196318540450854,0.0195764394710451,0.0191228367015832
"scaling_fac",0.0195090876333316,0.0196122246379077,0.0196889877572257,0.0196265414731212,0.019765278211386,0.0197636618047353,0.0197369051878513,0.0197912461482328,0.0197132580705023,0.0197149481747323,0.0196907506809738,0.0196429395691573,0.0191961197332589
"scaling_fac",0.0195579383883758,0.0196481740122326,0.0197156513049106,0.0196473752249531,0.019783996073015,0.0197834113429769,0.0197607193175401,0.0198219544911974,0.019752959217495,0.0197654746908877,0.0197530897059549,0.0197171800813147,0.0192797002885383
"scaling_fac",0.0194435486910701,0.0195408232246344,0.0196137990328588,0.0195500289905143,0.0196884802065399,0.0196888157728003,0.0196656185513922,0.0197245186178669,0.0196525427067834,0.0196605905525485,0.019643004580557,0.019601468543425,0.0191606291357359
"scaling_fac",0.0195048518711219,0.0195730393577696,0.0196205402989915,0.0195352050642656,0.0196560111205834,0.0196428254059032,0.0196103651570188,0.0196641517081651,0.0195923099561575,0.0196056618309448,0.0195995221472224,0.0195762636435218,0.0191606115626695
"scaling_fac",0.0195448480022087,0.0196221510529055,0.0196762245898598,0.01959453845285,0.019717092789211,0.0197027672684732,0.0196666834957368,0.0197147269719263,0.0196344859174182,0.0196374308057754,0.019618705157593,0.0195808887663662,0.0191493093733279
"scaling_fac",0.0195412969894584,0.0196196145524733,0.0196757223880063,0.019596974873841,0.0197232584211994,0.0197132857504831,0.0196819662160849,0.0197349211622276,0.0196589244170836,0.0196648716744209,0.0196468736644747,0.0196063940445181,0.0191676339878652
"scaling_fac",0.0195814806559677,0.019639510767761,0.019673533046093,0.0195713718473148,0.0196730021576092,0.019637770320189,0.0195811302678167,0.0196089682450851,0.0195107498973577,0.0194979582054523,0.0194675655060365,0.0194237243222247,0.0189958685938779
"scaling_fac",0.0196714270558159,0.0197671459501722,0.0198387476185718,0.0197725616528764,0.0199114765691586,0.0199113290731093,0.0198880794947387,0.0199488094138147,0.0198787384825269,0.0198918991108169,0.0198823219852123,0.0198527301339577,0.019423008509041
"scaling_fac",0.0196036862003974,0.0196906953987249,0.0197559779916821,0.0196864040678931,0.0198233844638344,0.0198242240523785,0.0198043388753734,0.0198702598468022,0.0198078979185372,0.0198301611606092,0.0198311862201107,0.019813239827097,0.0193963216137541
"scaling_fac",0.0196259293894707,0.0197015523119558,0.019755326466956,0.0196742313677459,0.0197995728233075,0.0197887788652361,0.019757305608414,0.0198113991521845,0.0197374846819,0.019747840721778,0.0197368525997065,0.0197067694981263,0.0192799316223398
"scaling_fac",0.0196257527632148,0.0196704560591271,0.0196969262042448,0.0195927844749188,0.0196981571980951,0.0196717623140105,0.0196287469916479,0.0196746123566759,0.0195971465799561,0.0196070846985836,0.0195993970728604,0.0195761049209653,0.0191615671830366
"scaling_fac",0.0195171651813176,0.01959081238454,0.0196432384534814,0.0195620942628667,0.0196867623386544,0.0196766439671341,0.0196465546899663,0.0197021709555026,0.019631142503813,0.0196446045006617,0.0196375665834942,0.0196122910578466,0.0191928214615546
"scaling_fac",0.0195261455822026,0.0196065432902016,0.0196619285149558,0.0195799297378221,0.0197004243647192,0.019682682665488,0.0196419573473183,0.0196843542818665,0.0195983848144148,0.0195960012643412,0.0195734507887139,0.019534469868601,0.0191060820686226
"scaling_fac",0.0195532446639594,0.0196023476543243,0.019630714847271,0.0195263675931316,0.0196283646765841,0.0195966537606917,0.0195461615445089,0.0195821190876385,0.0194934925805851,0.0194903871257627,0.0194686490022895,0.0194308398704356,0.0190050229997699
"scaling_fac",0.0195830550335722,0.0196260904999811,0.0196479520104074,0.0195367062004753,0.0196317561941444,0.0195929367942629,0.0195354491248668,0.0195647408706589,0.0194704433247074,0.0194631397902062,0.0194395309727559,0.0194031022259726,0.0189829469833988
"scaling_fac",0.0196129969254502,0.0196186218067281,0.0196097161564358,0.0194747587678573,0.0195521065396473,0.0195023109145932,0.019440031946862,0.0194697094788371,0.0193813059684888,0.019383481732314,0.0193723501183898,0.0193499689566507,0.0189446892888443
"scaling_fac",0.0196207747791967,0.0196875283369773,0.0197296512248148,0.0196345769970482,0.0197433217607664,0.0197141973532452,0.019662988020822,0.019696070134792,0.019602074130155,0.0195934848220838,0.0195669220863175,0.0195266642751768,0.0191001938393554
"scaling_fac",0.0195376927236988,0.0196153680981649,0.019668809108804,0.0195856272383167,0.0197058041234117,0.0196885016163599,0.0196489917290688,0.0196933380997117,0.0196097716927113,0.0196100817879694,0.0195901653437523,0.0195533773767666,0.0191261411328973
"scaling_fac",0.0194821341235042,0.019546518665623,0.0195895027512355,0.0194992360669763,0.019614222162998,0.0195950341081081,0.01955638473833,0.0196038322654461,0.0195267660774238,0.0195361928205151,0.0195287142737649,0.0195078658615919,0.019100257215592
"scaling_fac",0.0194425814206355,0.0194973230659492,0.0195335369979053,0.0194395852027767,0.0195527389375951,0.0195343212274342,0.0194983542640156,0.0195496426863993,0.0194776199379948,0.0194920004314145,0.019488838630699,0.0194706253673292,0.0190635327234258
"scaling_fac",0.0192798348821895,0.019340263277328,0.0193835550944534,0.0192987109878493,0.0194202898256897,0.0194119134190446,0.0193864060801172,0.0194472370739738,0.0193834356374485,0.0194016425388548,0.0193961348594613,0.0193666104146753,0.0189401960972055
"scaling_fac",0.0191625955015248,0.0192263438556844,0.0192735519325769,0.019193862792438,0.0193200280251505,0.0193176003377534,0.019298809498124,0.0193668195555338,0.0193118815066079,0.0193401059166975,0.0193466386888834,0.0193316268230891,0.018922736384186
